,id,text,normal,insult,obscenity,threat
537,137907,"в чем редкость ? у кого площадь позволяет ,ставят",1,0,0,0
538,53001,"ну ну,. кто же блядину возмет",0,1,0,0
539,219829,я подкармливаю пионы заплесневелым хлебом. и растут очень хорошо.,1,0,0,0
540,25287,"художник, молодец! художник видит, то что другие не видят! класс!!!",1,0,0,0
541,174212,парковка около салона красоты,1,0,0,0
542,152050,"и цены будут наверняка заоблачные,дороже,чем в сочи...",1,0,0,0
543,246140,"какая копия, если веки сделаны, скулы сделаны, губы тоже!....",1,0,0,0
544,69353,кто то грейдер купил и добровольно принудительно будет строить дорогу в светлое будушее,1,0,0,0
545,239327,сколько бы тут не стояло пива литр водки надо брать,1,0,0,0
546,95641,костюмчики класс сколько какие размеры .,1,0,0,0
547,198797,марина здравствуйте ! а у вас индоутки есть?,1,0,0,0
548,185858,"оно ему блядь надо, не ставьте класс, админ, сука, бабло рубит, тварь",0,1,0,0
549,44684,ты действительно самая счастливая мама на свете будь здорова береги их воспитай так чтоб они тебя взрослыми уважали желаю вам терпения сил и успеха,1,0,0,0
550,199212,"ирина, а я тоже вчера бедрышки готовила с рисом. так я рис вместе с бедрышками приготовила в духовке без лука и моркови и получились ооочень вкусно, хочешь рецепт напишу, хотя совсем не сложно готовиться.",1,0,0,0
551,108407,ты шнекель--- иди в жопель.,0,1,0,0
552,38246,"георгий вот вам пример из моей жизни . я устроился работать в одну фирму . а там работал один мужик на такой же должности как и я . и вот получаем зарплату и он узнаёт , что я на 5 тыс получил больше его . выяснили этот вопрос очень быстро , я спросил - ты получил ту зарплату , на которую договорился при устройстве на работу ? - да , получил . - а я договорился на 5 тыс . больше и так же их получил. его устроило получать на 5 тыс меньше , а меня нет . какие могут быть вопросы ?",1,0,0,0
553,191855,доставка барбы,1,0,0,0
554,162392,дормоедов ещё больше......,1,0,0,0
555,64749,я твой бабушку выебу и тебя без гондона,0,1,1,1
556,211793,"у нас был простой рюкзак с мягкой спинкой, стирался в машинке, брали его за 950 р. в 3 класс мы приобрели уже без рисунков, так как дочка с детским уже ходить не хочет.",1,0,0,0
557,64989,доставка до зеленограда сколько будет стоить?,1,0,0,0
558,130970,все мы живём сегодня !,1,0,0,0
559,89997,все цены по ножам можно посмотреть в товарах группы https://www.ok.ru/master.dela/market/69191080594273 уточнить цену и заказать набор можно через сообщение в группе https://ok.ru/messages/group/54431300845665,1,0,0,0
560,190727,им не место в больнице гнать надо,1,0,0,0
561,160767,добрый вечер поздравляю вас с днем рождения желаю счастья здоровья удачи будьте всегда молодым уважаемые телеведущим,1,0,0,0
562,150701,это с майонезом,1,0,0,0
563,120051,прелесть!!! 👍 👍 👍,1,0,0,0
564,90405,"надо сесть рядом на диван с вдульщиком и так же начать давать мужчинам с экрана) если не дурак, то поймет, что надо быть тактичнее рядом с женщиной",1,0,0,0
565,206218,ооброе утро,1,0,0,0
566,181514,как с ним связаться подскажите пожалуйста,1,0,0,0
567,57053,"во время любых массовых мероприятий всегда среди народа находятся, так называемые, сотрудники наружной охраны.",1,0,0,0
568,212921,"я тоже всегда грею. и летом, и зимой.",1,0,0,0
569,228826,нужна сука 4-5 мес. без проблем.,1,0,0,0
570,151505,в глазах чужого государства они конечно красавцы!пидорасы кто россиянам поможет?,0,1,0,0
571,245282,"друзья мои верные, выручайте в трудном деле! для того чтобы задачу непростую выполнить нужна мне вещь редкая. мне не хватает: масло подсолн. https://ok.ru/game/kingdom/?item=561853707427_1596571503_2/0/114 ",1,0,0,0
572,16208,"я год назад заказал полностью лохотрон .монокуляр получил игрушка для детей и часы не было в коробке.не ведитесь это обман.чассы стоят 10500р.хорошие поделки.короче полный развод...отправляет по почте,почта тебе на даст вкрыть коробку до оплаты...и прощай деньги",1,0,0,0
573,59376,в своё время был гимн алименщиков!,1,0,0,0
574,16114,"да,такой пенсии нет,но и на 13 тыс прожить старикам очень сложно.",1,0,0,0
575,179624,"жиробасина жопоротая, ты сначала найди свой хуй в смальце, кусок сала протухлого. (fr)﻿(fr)﻿(fr)﻿",0,1,0,0
576,107709,к куму в гости пожаловал,1,0,0,0
577,161103,"у нас в марселе ебануло сожгли конюшни в 8 местах, пидарасы😡",0,1,0,0
578,90093,"генри киссинджер,пожалуй самый мудрый и порядочный политик за всю историю сша.чего только стоит его крылатое выражение - -враждовать с сша опасно но дружить с сша смертельно опасно! участь некоторых арабских руководителей государств за последние 15 - 20лет- яркое тому свидетельство.",1,0,0,0
579,17568,"он не мужук, зто пададаль. зарлата до2 миллиионов рублей рублелей йноггда больше какакаое судейстао если не видел дорогу, 110 олет назад судили хором и быстро",0,1,0,0
580,199426,​график работы цвз в августе?,1,0,0,0
581,205095,выбери и хворь и дурь!!!,1,0,0,0
582,23449,ебаный педофил! сидит пальцы гнет а в кармане 400 руб до зарплаты!! магазин ему олень,0,1,0,0
583,66873,"шли встречать чтобы с друзьями погонять там на окраине деревне поиграть в войнушку, хоронюшки и т п и тд ну и свою буренку встретить загнать её в свой сарай ну а если она загуляла, т, е, за быками, лови её по всей деревне, а потом к быку на свиданку, ух какие были раньше быки, а сейчас искустаенное. оплодотворение",1,0,0,0
584,188603,при входе сразу сбой*-),1,0,0,0
585,104174,"признаюсь честно,в абхазии в последний раз была лет 35 назад и уже плохо помню как выглядят цитрусовые деревья,но фотошоп вижу наяву!",1,0,0,0
586,69949,"добрый вечер! подскажите пожалуйста, светланая не в отпуске случайно? не могу с ней связаться.",1,0,0,0
587,118950,"полностью согласна с автором! можно диссертацию писать. критерии хорошие и целых 3: рост, вес, цвет волос. можно проценты высчитывать!все научно)))))) я полненькая брюнетка среднего роста. и поэтому 50/50. когда очень добрая, а когда и в лоб могу дать)))))",1,0,0,0
588,245522,нет! это когда твой хозяин идиот!,0,1,0,0
589,127406,"да, пусть ходят.выходные! выщли,потусовались,вечером пивка выпили- вот и день прошёл.кто-то на этом деньги заработал,кто-то галочку поставил.выборы сентябрьские пройдут,и фамилию фургал забудут.",1,0,0,0
590,247437,караулов пиздабол.,0,1,0,0
591,231962,"новый модель 2020 🎁🎁🎁 🎁🎁 рюкзак + сумку 🎒+🛍 🎯 спинка ортопедический 📢📢📢 🎯цена штучно,👍 2000 рублей🎓🎓🎓 🎯 размер, 18/28/37/ см 🏆🏆🏆🎄🎄🎄 🎯 хороший качество😍😍 фирма 👉migine👍🏅",1,0,0,0
592,238689,"так и должно быть, ещё никто не обижался)",1,0,0,0
593,126428,"красота, одним словом!",1,0,0,0
594,219683,мочить хохлов.,0,1,0,1
595,100254,ерунда все это. бумеранг изначально предназначен убить и вернуться к хозяину!,0,0,0,1
596,204073,ну и нахрена он нужен этот шедевр столько времени потрачено,1,0,0,0
597,7461,класс! очень красивое!,1,0,0,0
598,93153,во времена тотальной лжи и безумства считается преступлением и сумасшествием говорить правду!!! паразиты не остановятся сами пока не уничтожать тех на ком паразитируют. так что давно пора от них избавляться или они это сделают с нами!,1,0,0,0
599,82027,конченная дибилка 👎👎👎,0,1,0,0
600,150182,"с женщиной должно быть сладко. с ней жизнь насыщается вкусами и ароматами. встаёшь утром - и уже самый сытый. потом уже пишешь ей смс, танцуя ,собираясь на работу. идёшь на работу, а желудок полный. хочется , поссать, посрать, как мужик. именно такие ощущения должны быть. в этом заключается любовь",1,0,0,0
601,45235,"да, были люди в наше время, не то, что нынешнее племя... м. лермонтов бородино",1,0,0,0
602,163323,"ты- пример придурка-самоучки. только все шествия кто-то организовывает и направляет, спонсирует и оплачивает. а легковерные подключаются и идут на поводу. такие придурки в своё время и ельцина поддержали и своей поддержкой союз развалили. а теперь всю вину валят на одного человека. вас обмануть совсем просто - вы сами рады обманываться!",0,1,0,0
603,26676,у вас в продаже есть такие куклы ?,1,0,0,0
604,185529,все удачи,1,0,0,0
605,70274,найти и четвертовать. пусть покувыркается тварь,0,1,0,1
606,91510,"антоша, не сдавайся ты сильный парнишка, все будет хорошо милый.🙏🙏🙏❤❤❤",1,0,0,0
607,107533,"кровать,софа есть в наличии....",1,0,0,0
608,226833,"хм, я уже зрелый человек. у меня средний достаток, я ни в чём не нуждаюсь, я всё заработала своим трудом. меня беспокоит будущее россии, молодёжи... скажите, а вы слышали о российском законе о торах? который позволяет без иностранцев отдавать им в аренду российские земли на 49, 70 лет, с последующей приватизацией через это время. у нас в россии уже белее 100 таких территорий, так чего тогда боятся отчуждения хабаровского края, когда это может произойти и без вмешательства американцев? право, вы наивный человек, либо включаете дурака, чтобы заморочить людям голову. это мне хочется матом кричать на таких, как вы!",1,0,0,0
609,18775,сколько стоит такая красота !?))),1,0,0,0
610,229412,"спасибо, что предупредили, хотя денег все равно нет.",1,0,0,0
611,140960,сила военных неподсудна во всех странах мира :-s﻿:-s﻿:-s﻿,1,0,0,0
612,245614,долбоёбы сегодня уже 18 августа...,0,1,0,0
613,146264,поступки души это зеркало смотри в сего осторожно ты подумай дважды се спеши творить легко с исправить сложно,1,0,0,0
614,32482,"ты пидар хуй сосешь за булку хлеба, петух пиндосный",0,1,1,0
615,173053,не одноклассники а какой-то публичный дом.,1,0,0,0
616,233752,"ой, ну простите дядя, я ж не в курсах",1,0,0,0
617,214959,эту скотину давно нужно кончить,0,1,0,1
618,134414,соси хуй у дохлой обезьяны,0,1,1,0
619,83015,"детям негде играть. где обещанные площадки, вот так и выходим из положения",1,0,0,0
620,222644,"да нигде реально нет такой дороги!!! похожие,поскромнее, есть! а это чистейшей воды фотошоп!",1,0,0,0
621,134433,за помощь нельзя деньги брать. так вы дарите друг другу позитив что так нужно человеку. делайте друг другу добро.,1,0,0,0
622,206037,кемерово помогите продуктами животным а вы кто создал такой приют опубликуйте номер счета и даже по 50- 100 р отправит уж бедными не станем а кушать все живое хочет !!,1,0,0,0
623,113890,какая сладкая ванильная тучка😻😻😻💋💋💋у меня тоже такая тучка есть😍😍😍🥰,1,0,0,0
624,65880,"добрый день юлечка! мой сын уже месяц как пришёл из армии! за этот год было всякое! я старалась чтобы сам он держал всё под контролем, перед армией много наставлений давала! но у меня всегда под рукой были все номера телефонов командования части! обязательно зарегистрируйся на сайте российских матерей!",1,0,0,0
625,238165,чьмо ебаная ты спортом когда нибудь занемался,0,1,0,0
626,100964,только и могут бла бла бла одним словом пиздеть умеет каждый а что конкретно сделал этот старый пердун?,0,1,0,0
627,212142,профмед предъявител скидкаб консультация врачей косметология массаж медицинкий физиотерапия функциональная диагностика ведение беременности электроэнцефалография узи ээг анализы медкнижки медсправки для гибдд на оружие на работу на учебу соноэластография раннее патологических выявление образований высочайшей степенью достоверности только нашей клинике ежедневно работаем пн пт оо боо в оо ооо сб s bс в чб о в воо збо з вб бб бо в чб г сергиев посад ул вознесенская за трк счастливая я этаж вокзал,1,0,0,0
628,71322,"я посмотрела уже все, на этой остаемся, размер 152",1,0,0,0
629,82726,какая-то мерзопакастная неустойчивая погода... как-будто в сговоре с компаниями по установке теплиц,1,0,0,0
630,179807,союзники россии-армия и флот.слова александра iii.все остальные-прихлебатели!и при союзе прихлебателей было полно,1,0,0,0
631,128236,как нам без них тяжело 🙏🙏🙏🙏🙏,1,0,0,0
632,181048,"зачистить подземноживущих затруднительно, так как можно разрушить планету. их просто по меньшей мере десятки тысяч лет стараются оттуда не выпускать на поверхность. среди них есть монстры. порядка 25 тысяч лет назад они вырвались на поверхность. их сдержали...",1,0,0,0
633,125753,фашист урод истреблять таких и чем быстрее это сделаем тем тем лучше,0,1,0,1
634,77435,если принимать во внимание последние переделки кинешмы то скоро этот статус снимут,1,0,0,0
635,236289,"какой нах..... учот, их обязаны забрать в дет дом, им лучше будет там чем с тварями с этими,чо твориться то женщин пидор какой режит то детей бьют до смерти, пидарасы опущенные, я бы их обоих кулаками бил, но здохнуть не дал им,сломал все кости, медленней дохли",0,1,0,1
636,59010,"секси детка,я не отказался бы",1,0,0,0
637,158660,отдали? хотели забрать,1,0,0,0
638,39069,"профессионально и искренне, как и все, что вы делаете! спасибо, ребята, за бережное отношение к классике русской песни!",1,0,0,0
639,7272,"есть проблема, когда долго работает пропадает звук, выкл и вкл работает опять, сумма ремонта составит 25 руб.",1,0,0,0
640,238667,обратитесь в училище вырежут что угодно,1,0,0,0
641,116284,по картинке ни понятно честно говоря. лучше сепарировать молоко. и видно будет на барабане если сгустки останутся значит что то ни то с молоком. снимать сливки это тяжеловато может я не правильно понимаю. удачи в решении проблемы.,1,0,0,0
642,232307,"официальная страничка композитора в вконтакте ,https://vk.com/silverman72 подписывайтесь",1,0,0,0
643,9615,ты очень была мудра и сей час конечно,1,0,0,0
644,87751,"либо тупой, либо мразь какой позор его детям!!!",0,1,0,0
645,184425,надо с женами было договариваться на берегу,1,0,0,0
646,207827,привет.давай знакомится,1,0,0,0
647,137058,обязательно буду,1,0,0,0
648,77537,вы ещё сомневаетесь...да у вас ...добрейшая ...и чуткая душа...сама такая...,1,0,0,0
649,194416,можно заказать я бы купила,1,0,0,0
650,210702,богу можно молится и не в церкви церкви сейчас превратились в бизнес центры,1,0,0,0
651,241485,"ничего себе, 😯а велик выдержит холодильника?😲",1,0,0,0
652,215338,дай бог чтобы все было хорошо,1,0,0,0
653,142572,напишите какой этаж и дом и цена?,1,0,0,0
654,70849,на стенке тоже много написано!!! вы верите этому?,1,0,0,0
655,216166,"не к одной категории людей(написанной вами),я себя не отношу,но в ссср мне было хорошо!",1,0,0,0
656,234146,"тогда вспомните,когда начались талоны ,очереди и т.п.",1,0,0,0
657,73574,пабольше бы таких добрых людей,1,0,0,0
658,144245,"кто не вкурсе, современные стиральные машинки тоже уже с мозгами✌;)",1,0,0,0
659,90205,зачем валерьяна?нужно просто закатить онлайн банкет!собрания ведь так проводят!!!🍺 🍺 🍺 🍺 🍺,1,0,0,0
660,53158,"да, наташа любимая. в кого с мозгами порядок и руки выросли с правильного места тогда и сейчас живут нормально!!!",1,0,0,0
661,92273,да какой великий этот джю? вахую с это фото! и еще галустян))))),1,0,0,0
662,201069,класс...!!! спасибо!!!,1,0,0,0
663,72667,тварь!!!!!!!!!,0,1,0,0
664,90982,светлая и вечная память всем мамам ушедших в мир иной🙏🙏🙏🙏🙏❤❤❤❤❤... царствие небесное родные наши 🙏🙏🙏😪😪😪,1,0,0,0
665,21109,"зачем чесать всех под одну гребенку , мужики есть ещё хуже этой манечки .",1,0,0,0
666,77352,эта картинка в интернете есть я сегодня нашла. это фотомонтаж,1,0,0,0
667,134316,шикарные красавицы,1,0,0,0
668,81501,"подробнее о акб, на сколько ампер часов, и т д, не ужели сложно было написать",1,0,0,0
669,135239,"это щяс так он пиздит.до власти добираются,другие люди становятся.уроды",0,1,0,0
670,40690,а на фото картофель порезана не кубиками,1,0,0,0
671,189225,везет вам. а у нас все закрыто еще((((((((((((((( не могу в поликлинику попасть(((((((((,1,0,0,0
672,187181,мега событие......(fr),1,0,0,0
673,233590,нет не отдала,1,0,0,0
674,57015,стихи красивые и очень ,1,0,0,0
675,119849,"выблядок,а родители родившие и воспитавшие это сучье отродье без стыда и совести,такое же отребье как и их отпрыск.",0,1,0,0
676,158682,светлый человечек! замечательная певица! светлая и вечная память! 🌹🌹🌹🌹,1,0,0,0
677,137651,"правильно, молодец!!!!!!!",1,0,0,0
678,60115,"у лукоморья всё, как раньше - златая цепь, учёный кот... и к сундуку никто не помнит пин код...😊",1,0,0,0
679,115619,они уже заебали хуеплеты,0,1,0,0
680,216438,только любимый человек лечит сердечко❤,1,0,0,0
681,7916,"анна, мы потеряли.. макс пришёл сегодня.. спасибо..",1,0,0,0
682,120429,это фотомонтаж -- посмотрите внимательно.,1,0,0,0
683,31195,это мразота ответит,0,1,0,0
684,195529,"царство небесное, вечный покой. соболезнования родным.",1,0,0,0
685,3196,"что у него за защита стоит? средним его уделываеш, тяжелым только пыль с него сбиваешь",1,0,0,0
686,168408,с таким еблом -везде облом,0,1,0,0
687,133858,ты тоже петушара ауешная,0,1,0,0
688,172560,"как все просто и прекрасно!а где-то там ,не очень далеко,на берегу бабушкин домик!иногда этого так не хватает.",1,0,0,0
689,24833,дома. нашлись хозяева. всем спасибо,1,0,0,0
690,176060,под лежачий камень вода не течёт... согласились со всем этим - получите...,1,0,0,0
691,141406,нашла более танцевальную нарезку )) что-бы сашка не говорил что мы песком трусим #u9b079a3836s# #u9b079a3836s#,1,0,0,0
692,217359,бзее здоробъя юбби и в эти не простые дни земля,1,0,0,0
693,136536,прямо завидно а наша собачка не любит гулять все дела сделает и рвется домой как не уговаривай а вывести из дома проблема рычит,1,0,0,0
694,57050,пидор свенья,0,1,0,0
695,131656,добрый вечер меня интересует цена,1,0,0,0
696,74689,продам плиту ч конфорочную керамика новая гарантия действует до марта месяца в лс обращаться или шнатsарр в з воз чб вб также продам пылесос ооо вт,1,0,0,0
697,145558,кто ещё делал?,1,0,0,0
698,30613,америка держись!. бог услышит!нужно всем вместе держаться!. люди выграют! молодцы.,1,0,0,0
699,184863,дать им пизды!,0,0,0,1
700,151010,"главных букв в русском нет, грамотей вы наш. а те хабаровчане, которые скачут действительно либо тупые, либо корысть имеют. и какие поправки вам не нравятся? и что социалка?",1,0,0,0
701,76172,неее таких тварей надо накорню уничтожать хватит с нас путина ... 25 лет ему все всё цевелизованно прпощают вот и расплодились такие суки по всей стране,0,1,0,1
702,66731,где можна помотреть уголок кресло и диван стоит 1000 р,1,0,0,0
703,167225,наконец-то! освоился! 👍,1,0,0,0
704,128595,вот ты выдал профессор,1,0,0,0
705,25090,сильно сказано.. 👌👍!!!,1,0,0,0
706,81969,а кто поёт?,1,0,0,0
707,206925,"значит команда хорошо подобрана, раз с вашей мощью, вокруг вас все остальные на много больше. там где по мощи с вами равны, вам делать нечего ))",1,0,0,0
708,159681,спаси господи и помилуй чад твоих.,1,0,0,0
709,229937,счастье есть быть его не может не бббччббб,1,0,0,0
710,81763,может потому что ты бот?,1,0,0,0
711,54020,великовозрастной дармоед.,1,0,0,0
712,230215,"тварь. что ты смеёшься? тебя мразь нужно было там не просто утопить,а кинуть так чтобы крысы живьём сожрали.",0,1,0,1
713,229246,александр продает не дорого позвоните все объяснит 89237645812,1,0,0,0
714,3066,а варежки в какую цену?и есть ли мужские,1,0,0,0
715,40803,"лиля привет на воронкова 12 продавался,",1,0,0,0
716,66184,"молодец! обосновал! севрский мирный договор между арабскими странами и белоруссией. !998 года определяет все экономические и политические взаимоотношения без участия твоих тупых комментариев ,и только я ,от нехуй делать веду с тобой ,не очень для меня приятный,с тобой,дебил, диалог.",0,1,0,0
717,94294,вы из сибирцево? где можно забрать?,1,0,0,0
718,133763,"если были настоящие волосы, то надпись на платье не просвечивалось",1,0,0,0
719,128637,а что бардюры в отличном состоянии в городе?,1,0,0,0
720,3754,и нашей жизни!!!,1,0,0,0
721,125418,"ах как хочется вернуться, ах как хочется ворваться....но увы😭😔",1,0,0,0
722,235142,вот женщины! постоянно что то в рот тянут!:d :d :d,1,0,0,0
723,235394,где водятся такие грибы,1,0,0,0
724,75477,интересно! а после 6 месяцев им питание уже не нужно? классно(((,1,0,0,0
725,48014,в этом искусственном мире так приятно обнаружить естественность))),1,0,0,0
726,214714,она напольная?,1,0,0,0
727,132586,деньги деньги деньги,1,0,0,0
728,40943,"как сказал вриогубер принесет непоправимую пользу,это как ?",1,0,0,0
729,212886,"естественная,без натяжек,подтяжек.молодец!!!!",1,0,0,0
730,106834,совершенно верно. я с вами согласен. гарантии нету.,1,0,0,0
731,244613,"удивительно! письма не отдают, а корреспондентов допустили. где логика?",1,0,0,0
732,39593,и ничего не ради лайков! просто поделились своей радостью! фото отличное! а лайки ведь можно и не ставить! люди злые...,1,0,0,0
733,34754,пора возвращать украденное .....,1,0,0,0
734,40902,"во-первых, вот так вот вы и подделывали фейки. а во-вторых, что написано в том куске из чата? мой проигрыш?:-d или в галактике я вам где-то проиграл? а может вы у меня дыру забрали? вы моющие купили для тарелок?:-d",1,0,0,0
735,194165,я буду на рынке между продажами мысленно тебя поддерживать,1,0,0,0
736,6943,"галина, вы меня простите и понимаете о чем я говорю.",1,0,0,0
737,93502,"когда, наконец, россия из варварской страны превратится в цивилизованное государство? только убить, зачистить, перестрелять...собачьи стаи быстро востановятся за счёт вновь выброшенных надоевших домашних собак и ненужных щенков. человек должен нести ответственность за своих животных.",0,0,0,1
738,128568,охуели чтоли путину все мало,0,1,0,0
739,95878,вы там в касках что ли 😂😂😂 бухаете,1,0,0,0
740,88681,очень дружные ребята. 👍,1,0,0,0
741,228440,…а сколько погибших врачей?,1,0,0,0
742,174772,короновирус излечим а вот это мракобесие никогда ему только поможет несколько ударов вилами вот его лечение,1,0,0,0
743,201658,всё что угодно только не ява😂😂,1,0,0,0
744,219429,"какое то время я любила фильмы с ним,он мне как актёр нравился!",1,0,0,0
745,55655,ширина бо глубина оо оо высота м высокоглянцевая выглядит как столешница стекло столешница глянцевая,1,0,0,0
746,156406,надо пока не поздно закопать и этих ублюдков....,0,1,0,1
747,8798,"твоё дело не хрюкать тут, а просто сдохнуть, ебля чубатая",0,1,0,1
748,92615,очень хороший человек! здоровья и личного счастья тебе борис!,1,0,0,0
749,183698,"если кот на улицу не ходил - ищите в подвалах дома, когда стемнеет зовите - найдётся!",1,0,0,0
750,195892,поздравляю малышу здоровья счастья,1,0,0,0
751,21266,мягко сказано!,1,0,0,0
752,177172,классно все,1,0,0,0
753,213491,"ты, россия моя,и скажу не тая.... я слышала искажунетая. мой детский мозг решил тогда что это антоним слова чужбина",1,0,0,0
754,179447,"и ведь оправдают.а в прочем, такие как он нелюди и те кто его оправдывает всем путь только в ад.",1,0,0,0
755,176808,с таким же успехом могут марс оштрафовать.долететь не на чем.а подвигаться ближе он зараза не хочет.короче-филькина грамота.,1,0,0,0
756,4148,соседу смерть!!!!!!!!!,0,0,0,1
757,162028,внимание кг вареных раков розыгрыш,1,0,0,0
758,29209,а по телефонам тоже не консультируют?,1,0,0,0
759,126683,база №1 предлогает,1,0,0,0
760,207852,очень красивый и живой образ. великолепно)))💕,1,0,0,0
761,54133,красивый айсберг такой вдул титанику,1,0,0,0
762,197035,"здравствуйте!на территории 16 м-она около садиков сказка и 10 школы,они метра полтора обкашивают за заборами,жилищные компании отвечают,что это не их территория,второй год этот бурьян растет,весной его подпаливали несколько раз,но быстро пожарники приезжали.",1,0,0,0
763,194862,так пожалуй признают виновным погибшего.😡,1,0,0,0
764,240629,а при чём здесь уютный дом????,1,0,0,0
765,177405,"а как его резать? сначала голову или с попы начинать? для фото и посмотреть конечно класс, а для еды жуть.",1,0,0,0
766,97513,теперь замов будем долбить :d,1,0,0,0
767,183479,расстрелять мразь 👎👎👎,0,1,0,1
768,36502,спасибо моя дорогая.я люблю тебя.,1,0,0,0
769,127780,да я знаю же ты просто трусливый пидорок😀😀не более,0,1,0,0
770,173180,да он и есть.пос энгельсово,1,0,0,0
771,107010,утро доброе всем !,1,0,0,0
772,179890,этих уродов надо гнать из нашей стороны вмести с путиным .,0,1,0,0
773,183510,"повезло вам, что все было. а я вот в 90е конфеты видела только на новый год. и когда бабушка с севера приезжала. мы выживали в буквально смысле, за счет огородов и хозяйства. я носила вещи с чужого плеча. мама работала на 2х работах, а папа сутками на стройке пропадал. в то время хорошо жили торгаши и воры. интересно кто вы из двух? а сейчас у меня есть образование, получено бесплатно, достойная зарплата. у моих детей есть все, есть жилье, машина, любые гаджеты. на море раз в 2 года летаем. ну а про вообще смысла нету говорить. и да, огород мне может присниться только в самом страшном сне.",1,0,0,0
774,222149,а это цветет руккола. как вам?,1,0,0,0
775,48501,"привет! у нас в группе есть тема полезные советы..я там скидывала как заходить с телефона... посмотри, может найдешь что полезного",1,0,0,0
776,219626,идиот с большой буквы!,0,1,0,0
777,13008,ее надо повесить на красной площади.,0,0,0,1
778,103052,"чурка, ты чё тут раскукарекался, трахнули тебя в жопу, так ты злишься?!😂😂",0,1,1,0
779,160081,"с днём рождения тебя,девочка!дай бог тебе всего самого доброго и хорошего,а главное здоровья и веры в себя и в хороших людей,удачи,везения и терпения.всех благ",1,0,0,0
780,123205,иl зб в б в q комментарии класс нерчинская объявлений доска о о продам банки л ор цена тел вччзчбоз з комментарии поделиться класс домашние рецепты б о,1,0,0,0
781,40074,пидор какой то.,0,1,0,0
782,81834,"здравствуйте, жду ответа",1,0,0,0
783,74968,стрелять и расстреливать!,0,0,0,1
784,161239,"трудно в 19 веке было подсчитать возраст, не всегда помнили дату рождения в силу неграмотности и наобум накручивали. в районе сотки с небольшим еще можно поверить.",1,0,0,0
785,53711,понятней не стало:-dнакой эти 2 кнопки совмещены,1,0,0,0
786,178253,херовая,0,1,0,0
787,195355,"зачем старить ребёнка раньше времени, эта культя для чего?",1,0,0,0
788,141414,"полностью с вами согласен.этот смотрящий сейчас простому народу матку и выворачивает.у него-же россия-это то ,что находится в пределах московской кольцевой.",1,0,0,0
789,117277,ага бежит холодная,1,0,0,0
790,146037,"кот сволочь, а собакену надо в ответку))",1,0,0,0
791,22182,"и не только приправа , а ещё подушка , одеяло и ковер.😄",1,0,0,0
792,183264,это пока он не вошёл в вашу семью (,1,0,0,0
793,219050,сп 28 линия распродаж 2552 р с карты 4098. держатель ольга владимировна и.,1,0,0,0
794,94391,сяду в кабриолет,1,0,0,0
795,17735,это произведение искусств!!!!!👏👏👏,1,0,0,0
796,159820,мигранты выебет тебе,0,0,1,0
797,63240,всю жызнь свою вкалываю помогаю и досихпор вкалываю на чужбине обратно помогаю но не вижу правельное напровление оххх жызнь 🙄🙄🙄🙄🙄🙄,1,0,0,0
798,221995,"что такого,у меня и дети и внуки очень красивые.и что с этого?",1,0,0,0
799,112903,"падла, конченная.",0,1,0,0
800,39844,привет ты супер.,1,0,0,0
801,232105,"ну ты пидораст по- жизни, смелый в инете? тебя даже ебать никто не захочет! хуйло!",0,1,0,0
802,39950,и таких блядей и в думе и в правительстве до фига,0,1,0,0
803,90445,за мир во всём мире👏,1,0,0,0
804,45257,ебанатый на всю головушку,0,1,0,0
805,114179,"есть такие мотоблоки, на которых ездить можно... а на счёт прав- не знаю...",1,0,0,0
806,50345,расписание возле вокзала северобайкальска.,1,0,0,0
807,73977,не рано ли радуетесь что в деревне мало контроля?😄как бы не придумали штрафы взымать за то что коровы без масок!,1,0,0,0
808,99454,кого то они мне напомнили....,1,0,0,0
809,58734,искони уйнатмади блять тупой кал,0,1,0,0
810,205704,здороаья и сил .мужества .а главное мечты и мудрости.пусть рядом будут только честные и дорогие сердцу люди.!!!!,1,0,0,0
811,20765,"что то не верится , что бабуле нужно классов",1,0,0,0
812,232812,ещё как поддерживаю.,1,0,0,0
813,190403,какая прелесть лапочка дочка,1,0,0,0
814,161315,"всё хвалят саветский саюз, а ни дети тех лет сейчас у руля, воспитанные в патриотизме и бывшие пионеры, о чём гаворите, кто в правительстве какторое так всё хают",1,0,0,0
815,104151,да достали эти машины уже во дворах.у нас и детскую площадку в стоянку превратили.,1,0,0,0
